Country,ID,Instrument,insID,idOrder,Type,Question,Answer,Sources,Comment,instrumentDF,filterCountry
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_30,31,Substantive procedure,Do participants have a right to be heard in the substantive admissibility procedure?,No,Art. 70b Abs. 2 People's Rights Act,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_31,32,Substantive procedure,Is there an evidentiary procedure in the substantive admissibility procedure?,No,Art. 70b (2) People's Rights Act,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_32,33,Substantive procedure,Are the legal consequences of the substantive admissibility procedure binding?,Yes,Art. 70b People's Rights Act,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_33,34,Substantive procedure,Is invalidity the legal consequence of substantive inadmissibility?,Yes,Art. 70b (2) People's Rights Act,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_34,35,Formal limit,Does the proposal have to be submitted as a (draft) legal text?,No,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_35,36,Formal limit,Are there any formal limits on the wording of the referendum proposal?,No,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_36,37,Formal limit,Is there a clarity of the question requirement?,NA,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_37,38,Formal limit,Is there a unity of form requirement?,NA,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_38,39,Formal limit,Is there a unity of substance requirement?,NA,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_39,40,Formal limit,"Are there any other formal limits? If Yes, describe in comments.",NA,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_40,44,Substantive limit,Can only issues of special importance be the subject of referendums?,No,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_41,45,Substantive limit,Can only certain enumerated issues be the subject of referendums?,No,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_42,46,Substantive limit,Are there any prohibited issues?,Yes,Art. 70b (1) People's Rights Act,The initiative must comply with the constitution and the existing international treaties.,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_43,47,Substantive limit,Are referendums on constitutional amendments prohibited?,No,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_44,48,Substantive limit,Are referendums related to international law obligations prohibited?,Yes,Art. 70b (1) People's Rights Act,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_45,49,Substantive limit,Are referendums related to fundamental rights and freedoms prohibited?,Yes,Art. 70b (1) People's Rights Act,"Agenda initiatives are not in principle prohibited regarding fundamental rights and freedoms, but they are prohibited if they are in conflict with the Constitution and human rights which are guaranteed e.g. by the European Convention on Human Rights.",Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_46,50,Substantive limit,Are referendums on state structure or form of government prohibited?,No,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_47,51,Substantive limit,Are referendums on state symbols prohibited?,No,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_48,52,Substantive limit,Are referendums on the official language prohibited?,No,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_49,53,Substantive limit,Are referendums on territorial issues or territorial integrity prohibited?,No,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_50,54,Substantive limit,"Are referendums on state finances (budget, taxes, or other financial obligations) prohibited?",No,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_51,55,Substantive limit,"Are referendums on issues related to national security (military, police, secret services) prohibited?",No,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_52,56,Substantive limit,"Are referendums on emergency powers (declaration of war, state of emergency etc) or urgent matters prohibited?",No,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_53,57,Substantive limit,Are referendums on pardon and amnesty prohibited?,No,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_54,58,Substantive limit,Are referendums on naturalisation issues prohibited?,No,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_55,59,Substantive limit,Are referendums on minorities or minority rights prohibited?,No,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_56,60,Substantive limit,Are referendums on the rules of elections and referendums prohibited?,No,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_57,61,Substantive limit,Are referendums on the election or appointment of state officials or civil service laws prohibited?,No,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_58,62,Substantive limit,Are referendums on legislative competences prohibited?,No,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_59,63,Substantive limit,Are referendums on executive competences prohibited?,No,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_60,64,Substantive limit,"Are referendums on issues related to the judiciary (competences, independence etc) prohibited?",No,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_61,65,Substantive limit,Are referendums on issues related to local governance prohibited?,No,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_62,66,Substantive limit,Are there any other prohibited issues?,No,NA,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_63,73,Agenda related,Who has to formally react to a successful agenda proposal?,Legislature,Art 81 People's Rights Act,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_64,74,Agenda related,What form does that reaction have to take?,Ordinary legislative procedure,Art. 81 People's Rights Act,The Parliament can take up the matter and take action itself - with or without a popular vote at the end - or it can consider the matter unnecessary.,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Agenda initiative,Agenda initiative,Agenda_67,89,Subnational related,Does this type of instrument exist at the subnational level?,Yes,Art. 42 GemG,NA,Agenda_initiative,Yes
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_1,1,General,Is the instrument available at national level?,No,NA,NA,Executive_initiated,NA
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_2,2,General,Is there an explicit legal basis for this type of referendum?,NA,NA,NA,Executive_initiated,NA
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_3,3,General,"Under what conditions can the instrument be initiated (number of ministers, whole government, President etc.)?",NA,NA,NA,Executive_initiated,NA
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_4,13,Formal procedure,Is there a formal admissibility check?,NA,NA,NA,Executive_initiated,NA
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_5,14,Formal procedure,Who decides about the formal admissibility?,NA,NA,NA,Executive_initiated,NA
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_6,15,Formal procedure,Is there a legal remedy against the decision on formal admissibility?,NA,NA,NA,Executive_initiated,NA
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_7,16,Formal procedure,Who decides about the claim for remedy in the formal admissibility procedure?,NA,NA,NA,Executive_initiated,NA
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_8,17,Formal procedure,Who can initiate the formal remedy procedure (state actor - initiator - anyone)?,NA,NA,NA,Executive_initiated,NA
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_9,19,Formal procedure,Is formal admissibility decided in a special procedure?,NA,NA,NA,Executive_initiated,NA
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_10,20,Formal procedure,Do participants have a right to be heard in the formal admissibility procedure?,NA,NA,NA,Executive_initiated,NA
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_11,21,Formal procedure,Is there an evidentiary procedure in the formal admissibility procedure?,NA,NA,NA,Executive_initiated,NA
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_12,22,Formal procedure,Are the legal consequences of the formal admissibility procedures binding?,NA,NA,NA,Executive_initiated,NA
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_13,23,Formal procedure,Is invalidity the legal consequence of formal inadmissibility?,NA,NA,NA,Executive_initiated,NA
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_14,24,Substantive procedure,Is there a substantive admissibility check?,NA,NA,NA,Executive_initiated,NA
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_15,25,Substantive procedure,Who decides about the substantive admissibility?,NA,NA,NA,Executive_initiated,NA
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_16,26,Substantive procedure,Is there a legal remedy against the decision on substantive admissibility?,NA,NA,NA,Executive_initiated,NA
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_17,27,Substantive procedure,Who decides about the claim for remedy in the substantive admissibility procedure?,NA,NA,NA,Executive_initiated,NA
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_18,28,Substantive procedure,Who can initiate the substantive remedy procedure (state actor - initiator - anyone)?,NA,NA,NA,Executive_initiated,NA
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_19,30,Substantive procedure,Is substantive admissibility decided in a special procedure?,NA,NA,NA,Executive_initiated,NA
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_20,31,Substantive procedure,Do participants have a right to be heard in the substantive admissibility procedure?,NA,NA,NA,Executive_initiated,NA
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_21,32,Substantive procedure,Is there an evidentiary procedure in the substantive admissibility procedure?,NA,NA,NA,Executive_initiated,NA
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_22,33,Substantive procedure,Are the legal consequences of the substantive admissibility procedure binding?,NA,NA,NA,Executive_initiated,NA
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_23,34,Substantive procedure,Is invalidity the legal consequence of substantive inadmissibility?,NA,NA,NA,Executive_initiated,NA
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_24,35,Formal limit,Does the proposal have to be submitted as a (draft) legal text?,NA,NA,NA,Executive_initiated,NA
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_25,36,Formal limit,Are there any formal limits on the wording of the referendum proposal?,NA,NA,NA,Executive_initiated,NA
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_26,37,Formal limit,Is there a clarity of the question requirement?,NA,NA,NA,Executive_initiated,NA
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_27,38,Formal limit,Is there a unity of form requirement?,NA,NA,NA,Executive_initiated,NA
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_28,39,Formal limit,Is there a unity of substance requirement?,NA,NA,NA,Executive_initiated,NA
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_29,40,Formal limit,"Are there any other formal limits? If Yes, describe in comments.",NA,NA,NA,Executive_initiated,NA
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_30,41,Substantive limit,Are certain type of legal acts excluded from being the subject of it?,NA,NA,NA,Executive_initiated,NA
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_31,42,Substantive limit,Are constitutional amendments excluded from being the subject of it?,NA,NA,NA,Executive_initiated,NA
Liechtenstein,Liechtenstein_Executive-initiated,Executive-initiated,Executive_32,43,Substantive limit,Are the legal provisions challenged before or after their entry into force?,NA,NA,NA,Executive_initiated,NA
